,Unnamed: 0,DateTime,Junction,ID,WeekDay,Date,Month,Year,Time,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend,Weekday,Time_GRP,Month_GRP,Z,B,C,Y,0,0,0
130,8986,7/6/2017 10:00,4,20170706104,6,6,7,2017,10,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,8.09090909091,7.22666752357,6.0
131,8987,7/6/2017 11:00,4,20170706114,6,6,7,2017,11,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
132,8988,7/6/2017 12:00,4,20170706124,6,6,7,2017,12,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
133,8989,7/6/2017 13:00,4,20170706134,6,6,7,2017,13,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
134,8990,7/6/2017 14:00,4,20170706144,6,6,7,2017,14,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
135,8991,7/6/2017 15:00,4,20170706154,6,6,7,2017,15,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
136,8992,7/6/2017 16:00,4,20170706164,6,6,7,2017,16,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
137,8993,7/6/2017 17:00,4,20170706174,6,6,7,2017,17,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
138,8994,7/6/2017 18:00,4,20170706184,6,6,7,2017,18,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
139,8995,7/6/2017 19:00,4,20170706194,6,6,7,2017,19,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
140,8996,7/6/2017 20:00,4,20170706204,6,6,7,2017,20,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
141,8997,7/6/2017 21:00,4,20170706214,6,6,7,2017,21,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
142,8998,7/6/2017 22:00,4,20170706224,6,6,7,2017,22,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,10.7058823529,9.75002323042,9.0
143,8999,7/6/2017 23:00,4,20170706234,6,6,7,2017,23,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,8.09090909091,7.22666752357,6.0
144,9000,7/7/2017 0:00,4,20170707004,7,7,7,2017,0,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
145,9001,7/7/2017 1:00,4,20170707014,7,7,7,2017,1,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
146,9002,7/7/2017 2:00,4,20170707024,7,7,7,2017,2,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
147,9003,7/7/2017 3:00,4,20170707034,7,7,7,2017,3,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,4.16666666667,3.44262489277,5.0
148,9004,7/7/2017 4:00,4,20170707044,7,7,7,2017,4,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,4.16666666667,3.44262489277,5.0
149,9005,7/7/2017 5:00,4,20170707054,7,7,7,2017,5,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,4.16666666667,3.44262489277,5.0
150,9006,7/7/2017 6:00,4,20170707064,7,7,7,2017,6,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,4.16666666667,3.44262489277,5.0
151,9007,7/7/2017 7:00,4,20170707074,7,7,7,2017,7,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,4.16666666667,3.44262489277,5.0
152,9008,7/7/2017 8:00,4,20170707084,7,7,7,2017,8,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
153,9009,7/7/2017 9:00,4,20170707094,7,7,7,2017,9,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
154,9010,7/7/2017 10:00,4,20170707104,7,7,7,2017,10,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
155,9011,7/7/2017 11:00,4,20170707114,7,7,7,2017,11,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
156,9012,7/7/2017 12:00,4,20170707124,7,7,7,2017,12,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
157,9013,7/7/2017 13:00,4,20170707134,7,7,7,2017,13,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
158,9014,7/7/2017 14:00,4,20170707144,7,7,7,2017,14,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
159,9015,7/7/2017 15:00,4,20170707154,7,7,7,2017,15,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
160,9016,7/7/2017 16:00,4,20170707164,7,7,7,2017,16,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
161,9017,7/7/2017 17:00,4,20170707174,7,7,7,2017,17,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
162,9018,7/7/2017 18:00,4,20170707184,7,7,7,2017,18,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
163,9019,7/7/2017 19:00,4,20170707194,7,7,7,2017,19,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
164,9020,7/7/2017 20:00,4,20170707204,7,7,7,2017,20,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
165,9021,7/7/2017 21:00,4,20170707214,7,7,7,2017,21,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
166,9022,7/7/2017 22:00,4,20170707224,7,7,7,2017,22,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,6.66666666667,8.30900584811,8.0
167,9023,7/7/2017 23:00,4,20170707234,7,7,7,2017,23,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,6.2,5.78565014126,6.0
