,Unnamed: 0,DateTime,Junction,ID,WeekDay,Date,Month,Year,Time,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend,Weekday,Time_GRP,Month_GRP,Z,B,C,Y,0,0,0
20,20,7/1/2017 20:00,1,20170701201,1,1,7,2017,20,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,74.0,71.5608507182,26.0
21,21,7/1/2017 21:00,1,20170701211,1,1,7,2017,21,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,68.0,71.8752984155,26.0
22,22,7/1/2017 22:00,1,20170701221,1,1,7,2017,22,1,0,0,0,0,0,0,1,0,A,Z,1,0,0,0,68.0,72.1897461129,26.0
23,23,7/1/2017 23:00,1,20170701231,1,1,7,2017,23,1,0,0,0,0,0,0,1,0,C,Z,1,0,1,0,64.0,62.1788209556,32.0
24,24,7/2/2017 0:00,1,20170702001,2,2,7,2017,0,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,79.0,71.3586396217,23.0
25,25,7/2/2017 1:00,1,20170702011,2,2,7,2017,1,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,46.0,71.6730873191,23.0
26,26,7/2/2017 2:00,1,20170702021,2,2,7,2017,2,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,55.0,71.9875350164,23.0
27,27,7/2/2017 3:00,1,20170702031,2,2,7,2017,3,0,1,0,0,0,0,0,0,1,B,Z,1,1,0,0,47.0,58.4416891985,19.0
28,28,7/2/2017 4:00,1,20170702041,2,2,7,2017,4,0,1,0,0,0,0,0,0,1,B,Z,1,1,0,0,43.0,58.7561368959,23.0
29,29,7/2/2017 5:00,1,20170702051,2,2,7,2017,5,0,1,0,0,0,0,0,0,1,B,Z,1,1,0,0,43.0,59.0705845932,23.0
30,30,7/2/2017 6:00,1,20170702061,2,2,7,2017,6,0,1,0,0,0,0,0,0,1,B,Z,1,1,0,0,42.0,59.3850322906,23.0
31,31,7/2/2017 7:00,1,20170702071,2,2,7,2017,7,0,1,0,0,0,0,0,0,1,B,Z,1,1,0,0,48.0,59.699479988,23.0
32,32,7/2/2017 8:00,1,20170702081,2,2,7,2017,8,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,62.0,73.8742212007,23.0
33,33,7/2/2017 9:00,1,20170702091,2,2,7,2017,9,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,67.0,74.188668898,23.0
34,34,7/2/2017 10:00,1,20170702101,2,2,7,2017,10,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,83.0,74.5031165954,23.0
35,35,7/2/2017 11:00,1,20170702111,2,2,7,2017,11,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,97.0,85.1429371475,35.0
36,36,7/2/2017 12:00,1,20170702121,2,2,7,2017,12,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,97.0,85.4573848448,35.0
37,37,7/2/2017 13:00,1,20170702131,2,2,7,2017,13,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,88.0,85.7718325422,34.0
38,38,7/2/2017 14:00,1,20170702141,2,2,7,2017,14,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,88.0,86.0862802396,34.0
39,39,7/2/2017 15:00,1,20170702151,2,2,7,2017,15,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,90.0,86.400727937,34.0
40,40,7/2/2017 16:00,1,20170702161,2,2,7,2017,16,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,90.0,86.7151756343,34.0
41,41,7/2/2017 17:00,1,20170702171,2,2,7,2017,17,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,84.0,87.0296233317,57.0
42,42,7/2/2017 18:00,1,20170702181,2,2,7,2017,18,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,84.0,87.3440710291,58.0
43,43,7/2/2017 19:00,1,20170702191,2,2,7,2017,19,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,98.0,87.6585187264,58.0
44,44,7/2/2017 20:00,1,20170702201,2,2,7,2017,20,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,98.0,87.9729664238,58.0
45,45,7/2/2017 21:00,1,20170702211,2,2,7,2017,21,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,86.0,88.2874141212,58.0
46,46,7/2/2017 22:00,1,20170702221,2,2,7,2017,22,0,1,0,0,0,0,0,0,1,A,Z,1,0,0,0,86.0,88.6018618185,58.0
47,47,7/2/2017 23:00,1,20170702231,2,2,7,2017,23,0,1,0,0,0,0,0,0,1,C,Z,1,0,1,0,81.0,78.5909366612,59.0
48,48,7/3/2017 0:00,1,20170703001,3,3,7,2017,0,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,79.0,71.4648940085,23.0
49,49,7/3/2017 1:00,1,20170703011,3,3,7,2017,1,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,46.0,71.7793417058,23.0
50,50,7/3/2017 2:00,1,20170703021,3,3,7,2017,2,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,55.0,72.0937894032,23.0
51,51,7/3/2017 3:00,1,20170703031,3,3,7,2017,3,0,0,1,0,0,0,0,0,1,B,Z,1,1,0,0,49.0,58.5479435852,19.0
52,52,7/3/2017 4:00,1,20170703041,3,3,7,2017,4,0,0,1,0,0,0,0,0,1,B,Z,1,1,0,0,42.0,58.8623912826,23.0
53,53,7/3/2017 5:00,1,20170703051,3,3,7,2017,5,0,0,1,0,0,0,0,0,1,B,Z,1,1,0,0,34.0,59.17683898,23.0
54,54,7/3/2017 6:00,1,20170703061,3,3,7,2017,6,0,0,1,0,0,0,0,0,1,B,Z,1,1,0,0,42.0,59.4912866774,23.0
55,55,7/3/2017 7:00,1,20170703071,3,3,7,2017,7,0,0,1,0,0,0,0,0,1,B,Z,1,1,0,0,48.0,59.8057343747,23.0
56,56,7/3/2017 8:00,1,20170703081,3,3,7,2017,8,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,62.0,73.9804755874,23.0
57,57,7/3/2017 9:00,1,20170703091,3,3,7,2017,9,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,67.0,74.2949232848,23.0
58,58,7/3/2017 10:00,1,20170703101,3,3,7,2017,10,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,83.0,74.6093709822,23.0
59,59,7/3/2017 11:00,1,20170703111,3,3,7,2017,11,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,97.0,85.2491915342,35.0
60,60,7/3/2017 12:00,1,20170703121,3,3,7,2017,12,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,97.0,85.5636392316,35.0
61,61,7/3/2017 13:00,1,20170703131,3,3,7,2017,13,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,88.0,85.878086929,35.0
62,62,7/3/2017 14:00,1,20170703141,3,3,7,2017,14,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,88.0,86.1925346264,34.0
63,63,7/3/2017 15:00,1,20170703151,3,3,7,2017,15,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,90.0,86.5069823237,34.0
64,64,7/3/2017 16:00,1,20170703161,3,3,7,2017,16,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,90.0,86.8214300211,40.0
65,65,7/3/2017 17:00,1,20170703171,3,3,7,2017,17,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,84.0,87.1358777185,57.0
66,66,7/3/2017 18:00,1,20170703181,3,3,7,2017,18,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,84.0,87.4503254158,58.0
67,67,7/3/2017 19:00,1,20170703191,3,3,7,2017,19,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,98.0,87.7647731132,58.0
68,68,7/3/2017 20:00,1,20170703201,3,3,7,2017,20,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,98.0,88.0792208106,58.0
69,69,7/3/2017 21:00,1,20170703211,3,3,7,2017,21,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,86.0,88.3936685079,58.0
70,70,7/3/2017 22:00,1,20170703221,3,3,7,2017,22,0,0,1,0,0,0,0,0,1,A,Z,1,0,0,0,86.0,88.7081162053,58.0
71,71,7/3/2017 23:00,1,20170703231,3,3,7,2017,23,0,0,1,0,0,0,0,0,1,C,Z,1,0,1,0,81.0,78.697191048,59.0
72,72,7/4/2017 0:00,1,20170704001,4,4,7,2017,0,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,79.0,71.5711483952,23.0
73,73,7/4/2017 1:00,1,20170704011,4,4,7,2017,1,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,46.0,71.8855960926,23.0
74,74,7/4/2017 2:00,1,20170704021,4,4,7,2017,2,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,56.0,72.20004379,23.0
75,75,7/4/2017 3:00,1,20170704031,4,4,7,2017,3,0,0,0,1,0,0,0,0,1,B,Z,1,1,0,0,49.0,58.654197972,19.0
76,76,7/4/2017 4:00,1,20170704041,4,4,7,2017,4,0,0,0,1,0,0,0,0,1,B,Z,1,1,0,0,42.0,58.9686456694,23.0
77,77,7/4/2017 5:00,1,20170704051,4,4,7,2017,5,0,0,0,1,0,0,0,0,1,B,Z,1,1,0,0,34.0,59.2830933668,23.0
78,78,7/4/2017 6:00,1,20170704061,4,4,7,2017,6,0,0,0,1,0,0,0,0,1,B,Z,1,1,0,0,42.0,59.5975410641,23.0
79,79,7/4/2017 7:00,1,20170704071,4,4,7,2017,7,0,0,0,1,0,0,0,0,1,B,Z,1,1,0,0,48.0,59.9119887615,23.0
80,80,7/4/2017 8:00,1,20170704081,4,4,7,2017,8,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,56.0,74.0867299742,23.0
81,81,7/4/2017 9:00,1,20170704091,4,4,7,2017,9,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,65.0,74.4011776715,23.0
82,82,7/4/2017 10:00,1,20170704101,4,4,7,2017,10,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,84.0,74.7156253689,23.0
83,83,7/4/2017 11:00,1,20170704111,4,4,7,2017,11,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,101.0,85.355445921,35.0
84,84,7/4/2017 12:00,1,20170704121,4,4,7,2017,12,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,106.0,85.6698936184,35.0
85,85,7/4/2017 13:00,1,20170704131,4,4,7,2017,13,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,101.0,85.9843413157,35.0
86,86,7/4/2017 14:00,1,20170704141,4,4,7,2017,14,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,101.0,86.2987890131,40.0
87,87,7/4/2017 15:00,1,20170704151,4,4,7,2017,15,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,103.0,86.6132367105,40.0
88,88,7/4/2017 16:00,1,20170704161,4,4,7,2017,16,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,93.0,86.9276844079,40.0
89,89,7/4/2017 17:00,1,20170704171,4,4,7,2017,17,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,89.0,87.2421321052,58.0
90,90,7/4/2017 18:00,1,20170704181,4,4,7,2017,18,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,96.0,87.5565798026,58.0
91,91,7/4/2017 19:00,1,20170704191,4,4,7,2017,19,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,100.0,87.8710275,58.0
92,92,7/4/2017 20:00,1,20170704201,4,4,7,2017,20,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,93.0,88.1854751973,58.0
93,93,7/4/2017 21:00,1,20170704211,4,4,7,2017,21,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,89.0,88.4999228947,58.0
94,94,7/4/2017 22:00,1,20170704221,4,4,7,2017,22,0,0,0,1,0,0,0,0,1,A,Z,1,0,0,0,89.0,88.8143705921,58.0
95,95,7/4/2017 23:00,1,20170704231,4,4,7,2017,23,0,0,0,1,0,0,0,0,1,C,Z,1,0,1,0,83.0,78.8034454347,59.0
96,96,7/5/2017 0:00,1,20170705001,5,5,7,2017,0,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,75.0,71.677402782,23.0
97,97,7/5/2017 1:00,1,20170705011,5,5,7,2017,1,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,46.0,71.9918504793,23.0
98,98,7/5/2017 2:00,1,20170705021,5,5,7,2017,2,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,56.0,72.3062981767,23.0
99,99,7/5/2017 3:00,1,20170705031,5,5,7,2017,3,0,0,0,0,1,0,0,0,1,B,Z,1,1,0,0,41.0,58.7604523588,19.0
100,100,7/5/2017 4:00,1,20170705041,5,5,7,2017,4,0,0,0,0,1,0,0,0,1,B,Z,1,1,0,0,35.0,59.0749000561,23.0
101,101,7/5/2017 5:00,1,20170705051,5,5,7,2017,5,0,0,0,0,1,0,0,0,1,B,Z,1,1,0,0,34.0,59.3893477535,23.0
102,102,7/5/2017 6:00,1,20170705061,5,5,7,2017,6,0,0,0,0,1,0,0,0,1,B,Z,1,1,0,0,42.0,59.7037954509,23.0
103,103,7/5/2017 7:00,1,20170705071,5,5,7,2017,7,0,0,0,0,1,0,0,0,1,B,Z,1,1,0,0,48.0,60.0182431483,23.0
104,104,7/5/2017 8:00,1,20170705081,5,5,7,2017,8,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,56.0,74.1929843609,23.0
105,105,7/5/2017 9:00,1,20170705091,5,5,7,2017,9,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,65.0,74.5074320583,23.0
106,106,7/5/2017 10:00,1,20170705101,5,5,7,2017,10,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,84.0,74.8218797557,23.0
107,107,7/5/2017 11:00,1,20170705111,5,5,7,2017,11,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,101.0,85.4617003078,35.0
108,108,7/5/2017 12:00,1,20170705121,5,5,7,2017,12,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,106.0,85.7761480051,35.0
109,109,7/5/2017 13:00,1,20170705131,5,5,7,2017,13,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,101.0,86.0905957025,40.0
110,110,7/5/2017 14:00,1,20170705141,5,5,7,2017,14,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,101.0,86.4050433999,40.0
111,111,7/5/2017 15:00,1,20170705151,5,5,7,2017,15,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,103.0,86.7194910972,40.0
112,112,7/5/2017 16:00,1,20170705161,5,5,7,2017,16,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,93.0,87.0339387946,40.0
113,113,7/5/2017 17:00,1,20170705171,5,5,7,2017,17,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,89.0,87.348386492,58.0
114,114,7/5/2017 18:00,1,20170705181,5,5,7,2017,18,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,96.0,87.6628341894,58.0
115,115,7/5/2017 19:00,1,20170705191,5,5,7,2017,19,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,100.0,87.9772818867,58.0
116,116,7/5/2017 20:00,1,20170705201,5,5,7,2017,20,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,93.0,88.2917295841,58.0
117,117,7/5/2017 21:00,1,20170705211,5,5,7,2017,21,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,89.0,88.6061772815,58.0
118,118,7/5/2017 22:00,1,20170705221,5,5,7,2017,22,0,0,0,0,1,0,0,0,1,A,Z,1,0,0,0,89.0,88.9206249788,58.0
119,119,7/5/2017 23:00,1,20170705231,5,5,7,2017,23,0,0,0,0,1,0,0,0,1,C,Z,1,0,1,0,83.0,78.9096998215,59.0
120,120,7/6/2017 0:00,1,20170706001,6,6,7,2017,0,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,75.0,71.7836571687,23.0
121,121,7/6/2017 1:00,1,20170706011,6,6,7,2017,1,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,71.0,72.0981048661,23.0
122,122,7/6/2017 2:00,1,20170706021,6,6,7,2017,2,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,61.0,72.4125525635,23.0
123,123,7/6/2017 3:00,1,20170706031,6,6,7,2017,3,0,0,0,0,0,1,0,0,1,B,Z,1,1,0,0,41.0,58.8667067455,19.0
124,124,7/6/2017 4:00,1,20170706041,6,6,7,2017,4,0,0,0,0,0,1,0,0,1,B,Z,1,1,0,0,35.0,59.1811544429,23.0
125,125,7/6/2017 5:00,1,20170706051,6,6,7,2017,5,0,0,0,0,0,1,0,0,1,B,Z,1,1,0,0,36.0,59.4956021403,23.0
126,126,7/6/2017 6:00,1,20170706061,6,6,7,2017,6,0,0,0,0,0,1,0,0,1,B,Z,1,1,0,0,42.0,59.8100498376,23.0
127,127,7/6/2017 7:00,1,20170706071,6,6,7,2017,7,0,0,0,0,0,1,0,0,1,B,Z,1,1,0,0,51.0,60.124497535,23.0
128,128,7/6/2017 8:00,1,20170706081,6,6,7,2017,8,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,61.0,74.2992387477,23.0
129,129,7/6/2017 9:00,1,20170706091,6,6,7,2017,9,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,65.0,74.6136864451,23.0
130,130,7/6/2017 10:00,1,20170706101,6,6,7,2017,10,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,96.0,74.9281341424,23.0
131,131,7/6/2017 11:00,1,20170706111,6,6,7,2017,11,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,112.0,85.5679546945,35.0
132,132,7/6/2017 12:00,1,20170706121,6,6,7,2017,12,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,109.0,85.8824023919,35.0
133,133,7/6/2017 13:00,1,20170706131,6,6,7,2017,13,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,102.0,86.1968500893,40.0
134,134,7/6/2017 14:00,1,20170706141,6,6,7,2017,14,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,113.0,86.5112977866,40.0
135,135,7/6/2017 15:00,1,20170706151,6,6,7,2017,15,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,115.0,86.825745484,40.0
136,136,7/6/2017 16:00,1,20170706161,6,6,7,2017,16,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,127.0,87.1401931814,40.0
137,137,7/6/2017 17:00,1,20170706171,6,6,7,2017,17,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,134.0,87.4546408787,58.0
138,138,7/6/2017 18:00,1,20170706181,6,6,7,2017,18,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,140.0,87.7690885761,58.0
139,139,7/6/2017 19:00,1,20170706191,6,6,7,2017,19,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,140.0,88.0835362735,58.0
140,140,7/6/2017 20:00,1,20170706201,6,6,7,2017,20,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,126.0,88.3979839708,58.0
141,141,7/6/2017 21:00,1,20170706211,6,6,7,2017,21,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,104.0,88.7124316682,58.0
142,142,7/6/2017 22:00,1,20170706221,6,6,7,2017,22,0,0,0,0,0,1,0,0,1,A,Z,1,0,0,0,104.0,89.0268793656,58.0
143,143,7/6/2017 23:00,1,20170706231,6,6,7,2017,23,0,0,0,0,0,1,0,0,1,C,Z,1,0,1,0,88.0,79.0159542083,59.0
144,144,7/7/2017 0:00,1,20170707001,7,7,7,2017,0,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,64.0,55.5840502366,23.0
145,145,7/7/2017 1:00,1,20170707011,7,7,7,2017,1,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,52.0,55.898497934,23.0
146,146,7/7/2017 2:00,1,20170707021,7,7,7,2017,2,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,36.0,56.2129456314,23.0
147,147,7/7/2017 3:00,1,20170707031,7,7,7,2017,3,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,30.0,42.6670998134,18.0
148,148,7/7/2017 4:00,1,20170707041,7,7,7,2017,4,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,28.0,42.9815475108,18.0
149,149,7/7/2017 5:00,1,20170707051,7,7,7,2017,5,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,29.0,43.2959952082,20.0
150,150,7/7/2017 6:00,1,20170707061,7,7,7,2017,6,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,29.0,43.6104429055,20.0
151,151,7/7/2017 7:00,1,20170707071,7,7,7,2017,7,0,0,0,0,0,0,1,1,0,B,Z,1,1,0,0,28.0,43.9248906029,20.0
152,152,7/7/2017 8:00,1,20170707081,7,7,7,2017,8,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,42.0,58.0996318156,23.0
153,153,7/7/2017 9:00,1,20170707091,7,7,7,2017,9,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,45.0,58.4140795129,23.0
154,154,7/7/2017 10:00,1,20170707101,7,7,7,2017,10,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,53.0,58.7285272103,23.0
155,155,7/7/2017 11:00,1,20170707111,7,7,7,2017,11,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,56.0,69.3683477624,26.0
156,156,7/7/2017 12:00,1,20170707121,7,7,7,2017,12,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,60.0,69.6827954598,26.0
157,157,7/7/2017 13:00,1,20170707131,7,7,7,2017,13,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,53.0,69.9972431571,26.0
158,158,7/7/2017 14:00,1,20170707141,7,7,7,2017,14,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,57.0,70.3116908545,26.0
159,159,7/7/2017 15:00,1,20170707151,7,7,7,2017,15,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,49.0,70.6261385519,26.0
160,160,7/7/2017 16:00,1,20170707161,7,7,7,2017,16,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,49.0,70.9405862493,26.0
161,161,7/7/2017 17:00,1,20170707171,7,7,7,2017,17,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,51.0,71.2550339466,26.0
162,162,7/7/2017 18:00,1,20170707181,7,7,7,2017,18,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,57.0,71.569481644,26.0
163,163,7/7/2017 19:00,1,20170707191,7,7,7,2017,19,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,62.0,71.8839293414,26.0
164,164,7/7/2017 20:00,1,20170707201,7,7,7,2017,20,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,62.0,72.1983770387,26.0
165,165,7/7/2017 21:00,1,20170707211,7,7,7,2017,21,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,59.0,72.5128247361,26.0
166,166,7/7/2017 22:00,1,20170707221,7,7,7,2017,22,0,0,0,0,0,0,1,1,0,A,Z,1,0,0,0,55.0,72.8272724335,26.0
167,167,7/7/2017 23:00,1,20170707231,7,7,7,2017,23,0,0,0,0,0,0,1,1,0,C,Z,1,0,1,0,59.0,62.8163472761,32.0
168,168,7/8/2017 0:00,1,20170708001,8,8,7,2017,0,0,0,0,0,0,0,0,0,1,C,Z,1,0,1,0,84.0,71.9961659423,23.0
169,169,7/8/2017 1:00,1,20170708011,8,8,7,2017,1,0,0,0,0,0,0,0,0,1,C,Z,1,0,1,0,65.0,72.3106136396,23.0
170,170,7/8/2017 2:00,1,20170708021,8,8,7,2017,2,0,0,0,0,0,0,0,0,1,C,Z,1,0,1,0,55.0,72.625061337,23.0
171,171,7/8/2017 3:00,1,20170708031,8,8,7,2017,3,0,0,0,0,0,0,0,0,1,B,Z,1,1,0,0,50.0,59.079215519,23.0
172,172,7/8/2017 4:00,1,20170708041,8,8,7,2017,4,0,0,0,0,0,0,0,0,1,B,Z,1,1,0,0,40.0,59.3936632164,23.0
173,173,7/8/2017 5:00,1,20170708051,8,8,7,2017,5,0,0,0,0,0,0,0,0,1,B,Z,1,1,0,0,38.0,59.7081109138,23.0
